source_component	source_path	gene_id	gene_symbol	gene_name	chr	start	stop	n_snps	nparam	n	zstat	p	fdr	rank	bonferroni_significant	suggestive	gene_set	n_genes	TAL_percentile	top_celltype	top_celltype_percentile	evidence_class	locus_balanced_TAL_percentile_full	locus_balanced_TAL_percentile_conservative	leave_one_locus_out_min_TAL_percentile	interpretation
gene_results	results/tables/magma_genes.tsv	55103	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	1	178694300	178890975	255	13	959051	0.46673	0.32035	0.749821654501217	7398	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1719	DHFR	dihydrofolate reductase	5	79922045	79950800	94	3	963962	0.4665	0.32043	0.749907538856602	7399	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	85474	LBX2	ladybird homeobox 2	2	74724644	74730443	4	1	886007	0.46636	0.32048	0.7499232	7400	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2891	GRIA2	glutamate ionotropic receptor AMPA type subunit 2	4	158141736	158287227	84	9	946223	0.46578	0.32069	0.750235284267387	7401	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	54676	GTPBP2	GTP binding protein 2	6	43588218	43596977	4	2	975370	0.46558	0.32076	0.750235284267387	7402	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	80131	LRRC8E	leucine rich repeat containing 8 VRAC subunit E	19	7953390	7966908	25	5	968221	0.46554	0.32077	0.750235284267387	7403	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	49854	ZBTB21	zinc finger and BTB domain containing 21	21	43406940	43430496	30	4	963455	0.4654	0.32082	0.750235284267387	7404	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3062	HCRTR2	hypocretin receptor 2	6	55039071	55147538	208	13	957217	0.46537	0.32083	0.750235284267387	7405	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5991	RFX3	regulatory factor X3	9	3218297	3525992	417	22	953635	0.46519	0.3209	0.750297650553605	7406	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	93377	OPALIN	oligodendrocytic myelin paranodal and inner loop protein	10	98102973	98119092	37	6	951218	0.4649	0.321	0.750430133657351	7407	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	334	APLP2	amyloid beta precursor like protein 2	11	129939716	130014706	158	9	937557	0.46472	0.32107	0.750461276825483	7408	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	401115	NICOL1	NELL2 interacting cell ontogeny regulator 1	4	2043720	2045697	3	1	915795	0.46463	0.3211	0.750461276825483	7409	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	931	MS4A1	membrane spanning 4-domains A1	11	60223251	60238225	25	4	968221	0.464	0.32133	0.750897473684211	7410	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84814	PLPP7	phospholipid phosphatase 7 (inactive)	9	134165069	134184649	45	2	967427	0.46325	0.32159	0.751379045822102	7411	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	18	ABAT	4-aminobutyrate aminotransferase	16	8768444	8878432	307	47	952999	0.46314	0.32163	0.751379045822102	7412	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23266	ADGRL2	adhesion G protein-coupled receptor L2	1	82266082	82458107	340	27	958926	0.46294	0.3217	0.751379045822102	7413	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1630	DCC	DCC netrin 1 receptor	18	49866542	51062273	2997	84	959861	0.4626	0.32182	0.751379045822102	7414	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	29089	UBE2T	ubiquitin conjugating enzyme E2 T	1	202300785	202311094	7	1	924305	0.46258	0.32183	0.751379045822102	7415	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7140	TNNT3	troponin T3, fast skeletal type	11	1940799	1959936	49	11	926393	0.46254	0.32185	0.751379045822102	7416	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51660	MPC1	mitochondrial pyruvate carrier 1	6	166778407	166796501	16	2	964200	0.46238	0.3219	0.751379045822102	7417	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5732	PTGER2	prostaglandin E receptor 2	14	52781016	52795324	26	3	954748	0.46234	0.32192	0.751379045822102	7418	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1489	CTF1	cardiotrophin 1	16	30907928	30914881	2	1	975370	0.46228	0.32194	0.751379045822102	7419	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84626	KRBA1	KRAB-A domain containing 1	7	149412061	149431664	42	4	949838	0.46221	0.32197	0.751379045822102	7420	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5226	PGD	phosphogluconate dehydrogenase	1	10458884	10480565	28	4	950760	0.46181	0.32211	0.751454328358209	7421	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	166863	RBM46	RNA binding motif protein 46	4	155702424	155749965	65	6	969871	0.46172	0.32214	0.751454328358209	7422	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	282618	IFNL1	interferon lambda 1	19	39786965	39789312	1	1	975370	0.46156	0.3222	0.751454328358209	7423	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	729956	SHISA7	shisa family member 7	19	55940105	55954230	7	2	949838	0.46112	0.32236	0.751454328358209	7424	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	56917	MEIS3	Meis homeobox 3	19	47906375	47922785	13	4	892881	0.46096	0.32241	0.751454328358209	7425	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	11338	U2AF2	U2 small nuclear RNA auxiliary factor 2	19	56165416	56186082	37	6	951218	0.46087	0.32244	0.751454328358209	7426	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	93134	ZNF561	zinc finger protein 561	19	9718002	9731916	20	3	894943	0.46085	0.32245	0.751454328358209	7427	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	25766	PRPF40B	pre-mRNA processing factor 40 homolog B	12	50017197	50038452	10	3	957497	0.4608	0.32247	0.751454328358209	7428	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	404672	GTF2H5	general transcription factor IIH subunit 5	6	158589379	158620376	34	4	941613	0.46064	0.32253	0.751454328358209	7429	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	29994	BAZ2B	bromodomain adjacent to zinc finger domain 2B	2	160175490	160473059	490	37	958236	0.46062	0.32254	0.751454328358209	7430	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51316	PLAC8	placenta associated 8	4	84011201	84035911	32	6	883618	0.46061	0.32254	0.751454328358209	7431	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	115825	WDFY2	WD repeat and FYVE domain containing 2	13	52158484	52340935	128	16	946485	0.46054	0.32256	0.751454328358209	7432	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	339778	CIMIP2C	ciliary microtubule inner protein 2C	2	26785427	26802395	23	5	944287	0.46016	0.3227	0.751454328358209	7433	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10201	NME6	NME/NM23 nucleoside diphosphate kinase 6	3	48335485	48343719	17	2	954343	0.46014	0.32271	0.751454328358209	7434	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	245911	DEFB108B	defensin beta 108B	11	71544246	71548608	14	2	898773	0.46014	0.32271	0.751454328358209	7435	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7695	ZNF136	zinc finger protein 136	19	12273872	12300064	19	2	965963	0.46005	0.32274	0.751454328358209	7436	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8541	PPFIA3	PTPRF interacting protein alpha 3	19	49622646	49654287	55	8	965621	0.46005	0.32274	0.751454328358209	7437	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51450	PRRX2	paired related homeobox 2	9	132427920	132484953	143	20	951465	0.45975	0.32285	0.75152370967742	7438	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	79759	ZNF668	zinc finger protein 668	16	31072164	31085641	13	2	896856	0.45963	0.32289	0.75152370967742	7439	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2134	EXTL1	exostosin like glycosyltransferase 1	1	26348266	26362955	15	4	939625	0.4596	0.3229	0.75152370967742	7440	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	64110	MAGEF1	MAGE family member F1	3	184428155	184429836	3	1	975370	0.45931	0.32301	0.751678693723962	7441	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	11179	ZNF277	zinc finger protein 277	7	111846643	111983989	136	11	961294	0.45844	0.32332	0.752298994893846	7442	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1791	DNTT	DNA nucleotidylexotransferase	10	98064085	98098321	51	4	958354	0.45823	0.32339	0.7523607738815	7443	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	254225	RNF169	ring finger protein 169	11	74459913	74553458	111	9	948463	0.45801	0.32347	0.752367989254533	7444	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5819	NECTIN2	nectin cell adhesion molecule 2	19	45349393	45392485	108	12	951494	0.45799	0.32348	0.752367989254533	7445	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9833	MELK	maternal embryonic leucine zipper kinase	9	36572859	36677680	97	4	954580	0.4576	0.32362	0.752561219282933	7446	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23304	UBR2	ubiquitin protein ligase E3 component n-recognin 2	6	42531748	42661243	145	13	947570	0.45752	0.32365	0.752561219282933	7447	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	157769	FAM91A1	family with sequence similarity 91 member A1	8	124780679	124827692	52	6	940067	0.45662	0.32397	0.753204151450054	7448	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	79812	MMRN2	multimerin 2	10	88695297	88717425	36	5	937088	0.45641	0.32405	0.753289005235602	7449	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	91074	ANKRD30A	ankyrin repeat domain 30A	10	37414785	37521495	95	12	958982	0.45617	0.32413	0.753373836241611	7450	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	101928448	C5orf67	chromosome 5 putative open reading frame 67	5	55809692	55830983	62	16	963839	0.45598	0.3242	0.753435404643672	7451	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	342125	TMC3	transmembrane channel like 3	15	81624760	81666418	103	10	968429	0.45559	0.32434	0.753573549771935	7452	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	63897	HEATR6	HEAT repeat containing 6	17	58118790	58156292	29	2	969207	0.45555	0.32436	0.753573549771935	7453	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	80326	WNT10A	Wnt family member 10A	2	219745255	219758651	8	2	953029	0.45547	0.32439	0.753573549771935	7454	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55008	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	4	89299838	89364249	30	8	957497	0.45486	0.3246	0.753960241448692	7455	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84171	LOXL4	lysyl oxidase like 4	10	100007443	100028007	30	4	963455	0.4545	0.32474	0.754184259656652	7456	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	79596	OBI1	ORC ubiquitin ligase 1	13	79188421	79233314	67	5	962803	0.45428	0.32481	0.754245669840418	7457	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10712	ENTREP3	endosomal transmembrane epsin interactor 3	1	155216996	155225274	10	1	957497	0.45379	0.32499	0.754497773013534	7458	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	26292	MYCBP	MYC binding protein	1	39328162	39339050	13	4	947874	0.45359	0.32506	0.754497773013534	7459	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23067	SETD1B	SET domain containing 1B, histone lysine methyltransferase	12	122241879	122270562	33	5	948290	0.45347	0.32511	0.754497773013534	7460	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	26503	SLC17A5	solute carrier family 17 member 5	6	74303102	74363737	268	8	959843	0.45342	0.32512	0.754497773013534	7461	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	599	BCL2L2	BCL2 like 2	14	23775971	23790241	16	4	964200	0.45339	0.32514	0.754497773013534	7462	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9886	RHOBTB1	Rho related BTB domain containing 1	10	62629196	62761198	192	20	961009	0.45326	0.32518	0.754497773013534	7463	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	54873	PALMD	palmdelphin	1	100111431	100160097	61	9	958214	0.45303	0.32526	0.754582282958199	7464	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7156	TOP3A	DNA topoisomerase III alpha	17	18177235	18218321	56	5	956221	0.45285	0.32533	0.754643574012056	7465	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	79968	WDR76	WD repeat domain 76	15	44119112	44160617	31	3	946543	0.45245	0.32547	0.754749471147409	7466	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	253935	ANGPTL5	angiopoietin like 5	11	101761405	101787253	43	7	954588	0.4523	0.32553	0.754749471147409	7467	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10063	COX17	cytochrome c oxidase copper chaperone COX17	3	119388372	119396243	23	4	952058	0.45228	0.32554	0.754749471147409	7468	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	57489	ODF2L	outer dense fiber of sperm tails 2 like	1	86812507	86862025	93	11	943556	0.45224	0.32555	0.754749471147409	7469	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3040	HBA2	hemoglobin subunit alpha 2	16	222846	223709	1	1	796644	0.45182	0.3257	0.754759765458422	7470	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	223082	ZNRF2	zinc and ring finger 2	7	30323923	30407308	72	9	955512	0.4518	0.32571	0.754759765458422	7471	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4336	MOBP	myelin associated oligodendrocyte basic protein	3	39509064	39570988	200	7	955328	0.45146	0.32583	0.754759765458422	7472	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9074	CLDN6	claudin 6	16	3064713	3068188	5	2	939625	0.45119	0.32593	0.754759765458422	7473	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8842	PROM1	prominin 1	4	15969849	16085723	244	44	960094	0.45097	0.326	0.754759765458422	7474	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9002	F2RL3	F2R like thrombin or trypsin receptor 3	19	16999826	17002830	5	2	975370	0.45097	0.326	0.754759765458422	7475	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3219	HOXB9	homeobox B9	17	46698518	46703835	9	2	955512	0.45095	0.32601	0.754759765458422	7476	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	429	ASCL1	achaete-scute family bHLH transcription factor 1	12	103351452	103354294	3	2	975370	0.45081	0.32606	0.754759765458422	7477	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	80024	SLC8B1	solute carrier family 8 member B1	12	113736571	113772934	45	3	959483	0.45079	0.32607	0.754759765458422	7478	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7805	LAPTM5	lysosomal protein transmembrane 5	1	31205315	31230683	38	11	938423	0.4507	0.3261	0.754759765458422	7479	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	79024	SMIM2	small integral membrane protein 2	13	44717287	44735393	16	4	953029	0.45039	0.32621	0.754759765458422	7480	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10350	ABCA9	ATP binding cassette subfamily A member 9	17	66970773	67058442	72	7	918292	0.45032	0.32624	0.754759765458422	7481	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5002	SLC22A18	solute carrier family 22 member 18	11	2920951	2946476	55	11	939625	0.45012	0.32631	0.754759765458422	7482	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	123355	LRRC28	leucine rich repeat containing 28	15	99791567	99930934	281	16	961833	0.45005	0.32634	0.754759765458422	7483	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2987	GUK1	guanylate kinase 1	1	228327668	228336656	8	2	953029	0.45001	0.32635	0.754759765458422	7484	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	113278	SLC52A3	solute carrier family 52 member 3	20	740724	756628	65	14	958872	0.44995	0.32637	0.754759765458422	7485	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55257	MRGBP	MRG domain binding protein	20	61427804	61431945	9	4	955512	0.44983	0.32642	0.754759765458422	7486	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1375	CPT1B	carnitine palmitoyltransferase 1B	22	51007290	51017096	33	6	961471	0.44973	0.32645	0.754759765458422	7487	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5279	PIGC	phosphatidylinositol glycan anchor biosynthesis class C	1	172410597	172413230	4	2	956259	0.44974	0.32645	0.754759765458422	7488	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5150	PDE7A	phosphodiesterase 7A	8	66626569	66753969	124	18	966114	0.44967	0.32647	0.754759765458422	7489	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55888	ZKSCAN7	zinc finger with KRAB and SCAN domains 7	3	44596667	44624975	39	3	842471	0.44944	0.32656	0.754759765458422	7490	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5980	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit	6	111620234	111804421	194	15	964842	0.4494	0.32657	0.754759765458422	7491	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2301	FOXE3	forkhead box E3	1	47881744	47883724	3	2	975370	0.44939	0.32658	0.754759765458422	7492	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	114	ADCY8	adenylate cyclase 8	8	131792546	132053012	581	47	960343	0.44912	0.32667	0.754759765458422	7493	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3354	HTR1E	5-hydroxytryptamine receptor 1E	6	87647024	87726397	125	12	963320	0.44906	0.3267	0.754759765458422	7494	FALSE	FALSE										
